,index,date_local,time_local,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit
43,43,2017-01-02,20:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
44,44,2017-01-02,21:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
45,45,2017-01-02,22:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
46,46,2017-01-02,23:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
47,47,2017-01-03,00:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
48,48,2017-01-03,01:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
49,49,2017-01-03,02:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
50,50,2017-01-03,03:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
51,51,2017-01-03,04:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
52,52,2017-01-03,05:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
53,53,2017-01-03,06:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
54,54,2017-01-03,07:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
55,55,2017-01-03,08:00,1.4,Parts per billion,1 HOUR,HOURLY,0.2
56,56,2017-01-03,09:00,1.4,Parts per billion,1 HOUR,HOURLY,0.2
57,57,2017-01-03,10:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
58,58,2017-01-03,11:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
59,59,2017-01-03,12:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
60,60,2017-01-03,13:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
61,61,2017-01-03,14:00,2.1,Parts per billion,1 HOUR,HOURLY,0.2
62,62,2017-01-03,15:00,2.6,Parts per billion,1 HOUR,HOURLY,0.2
63,63,2017-01-03,16:00,2.0,Parts per billion,1 HOUR,HOURLY,0.2
64,64,2017-01-03,17:00,1.9,Parts per billion,1 HOUR,HOURLY,0.2
65,65,2017-01-03,18:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
66,66,2017-01-03,19:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
67,67,2017-01-03,20:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
68,68,2017-01-03,21:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
69,69,2017-01-03,22:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
70,70,2017-01-03,23:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
71,71,2017-01-04,00:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
72,72,2017-01-04,01:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
73,73,2017-01-04,02:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
74,74,2017-01-04,03:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
75,75,2017-01-04,04:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
76,76,2017-01-04,05:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
77,77,2017-01-04,06:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
78,78,2017-01-04,07:00,1.4,Parts per billion,1 HOUR,HOURLY,0.2
79,79,2017-01-04,08:00,1.5,Parts per billion,1 HOUR,HOURLY,0.2
80,80,2017-01-04,09:00,1.8,Parts per billion,1 HOUR,HOURLY,0.2
81,81,2017-01-04,10:00,3.1,Parts per billion,1 HOUR,HOURLY,0.2
82,82,2017-01-04,11:00,1.4,Parts per billion,1 HOUR,HOURLY,0.2
83,83,2017-01-04,12:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
84,84,2017-01-04,13:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
85,85,2017-01-04,14:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
86,86,2017-01-04,15:00,1.7,Parts per billion,1 HOUR,HOURLY,0.2
87,87,2017-01-04,16:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
88,88,2017-01-04,17:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
89,89,2017-01-04,18:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
90,90,2017-01-04,19:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
91,91,2017-01-04,20:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
92,92,2017-01-04,21:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
93,93,2017-01-04,22:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
94,94,2017-01-04,23:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
95,95,2017-01-05,00:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
96,96,2017-01-05,01:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
97,97,2017-01-05,02:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
98,98,2017-01-05,03:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
99,99,2017-01-05,04:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
100,100,2017-01-05,05:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
101,101,2017-01-05,06:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
102,102,2017-01-05,07:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
103,103,2017-01-05,08:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
104,104,2017-01-05,09:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
105,105,2017-01-05,10:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
106,106,2017-01-05,11:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
107,107,2017-01-05,12:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
108,108,2017-01-05,13:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
109,109,2017-01-05,14:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
110,110,2017-01-05,15:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
111,111,2017-01-05,16:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
112,112,2017-01-05,17:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
113,113,2017-01-05,18:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
114,114,2017-01-05,19:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
115,115,2017-01-05,20:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
116,116,2017-01-05,21:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
117,117,2017-01-05,22:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
118,118,2017-01-05,23:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
119,119,2017-01-06,00:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
120,120,2017-01-06,01:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
121,121,2017-01-06,02:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
122,122,2017-01-06,03:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
123,123,2017-01-06,04:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
124,124,2017-01-06,05:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
125,125,2017-01-06,06:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
126,126,2017-01-06,07:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
127,127,2017-01-06,08:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
128,128,2017-01-06,09:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
129,129,2017-01-06,10:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
130,130,2017-01-06,11:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
131,131,2017-01-06,12:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
132,132,2017-01-06,13:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
133,133,2017-01-06,14:00,2.5,Parts per billion,1 HOUR,HOURLY,0.2
134,134,2017-01-06,15:00,3.2,Parts per billion,1 HOUR,HOURLY,0.2
135,135,2017-01-06,16:00,4.8,Parts per billion,1 HOUR,HOURLY,0.2
136,136,2017-01-06,17:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
137,137,2017-01-06,18:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
138,138,2017-01-06,19:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
139,139,2017-01-06,20:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
140,140,2017-01-06,21:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
141,141,2017-01-06,22:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
142,142,2017-01-06,23:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
143,143,2017-01-07,00:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
144,144,2017-01-07,01:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
145,145,2017-01-07,02:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
146,146,2017-01-07,03:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
147,147,2017-01-07,04:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
148,148,2017-01-07,05:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
149,149,2017-01-07,06:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
150,150,2017-01-07,07:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
151,151,2017-01-07,08:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
152,152,2017-01-07,09:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
153,153,2017-01-07,10:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
154,154,2017-01-07,11:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
155,155,2017-01-07,12:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
156,156,2017-01-07,13:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
157,157,2017-01-07,14:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
158,158,2017-01-07,15:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
159,159,2017-01-07,16:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
160,160,2017-01-07,17:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
161,161,2017-01-07,18:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
162,162,2017-01-07,19:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
163,163,2017-01-07,20:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
164,164,2017-01-07,21:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
165,165,2017-01-07,22:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
166,166,2017-01-07,23:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
167,167,2017-01-08,00:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
168,168,2017-01-08,01:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
169,169,2017-01-08,02:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
170,170,2017-01-08,03:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
171,171,2017-01-08,04:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
172,172,2017-01-08,05:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
173,173,2017-01-08,06:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
174,174,2017-01-08,07:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
175,175,2017-01-08,08:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
176,176,2017-01-08,09:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
177,177,2017-01-08,10:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
178,178,2017-01-08,11:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
179,179,2017-01-08,12:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
180,180,2017-01-08,13:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
181,181,2017-01-08,14:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
182,182,2017-01-08,15:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
183,183,2017-01-08,16:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
184,184,2017-01-08,17:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
185,185,2017-01-08,18:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
186,186,2017-01-08,19:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
187,187,2017-01-08,20:00,2.7,Parts per billion,1 HOUR,HOURLY,0.2
188,188,2017-01-08,21:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
189,189,2017-01-08,22:00,1.9,Parts per billion,1 HOUR,HOURLY,0.2
190,190,2017-01-08,23:00,2.1,Parts per billion,1 HOUR,HOURLY,0.2
191,191,2017-01-09,00:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
192,192,2017-01-09,01:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
193,193,2017-01-09,02:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
194,194,2017-01-09,03:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
195,195,2017-01-09,04:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
196,196,2017-01-09,05:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
197,197,2017-01-09,06:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
198,198,2017-01-09,07:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
199,199,2017-01-09,08:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
200,200,2017-01-09,09:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
201,201,2017-01-09,10:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
202,202,2017-01-09,11:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
203,203,2017-01-09,12:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
204,204,2017-01-09,13:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
205,205,2017-01-09,14:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
206,206,2017-01-09,15:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
207,207,2017-01-09,16:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
208,208,2017-01-09,17:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
209,209,2017-01-09,18:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
210,210,2017-01-09,19:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
211,211,2017-01-09,20:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
212,212,2017-01-09,21:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
213,213,2017-01-09,22:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
214,214,2017-01-09,23:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
215,215,2017-01-10,00:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
216,216,2017-01-10,01:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
217,217,2017-01-10,02:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
218,218,2017-01-10,03:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
219,219,2017-01-10,04:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
220,220,2017-01-10,05:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
221,221,2017-01-10,06:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
222,222,2017-01-10,07:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
223,223,2017-01-10,08:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
224,224,2017-01-10,09:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
225,225,2017-01-10,10:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
226,226,2017-01-10,11:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
227,227,2017-01-10,12:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
228,228,2017-01-10,13:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
229,229,2017-01-10,14:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
230,230,2017-01-10,15:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
231,231,2017-01-10,16:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
232,232,2017-01-10,17:00,0.2,Parts per billion,1 HOUR,HOURLY,0.2
233,233,2017-01-10,18:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
234,234,2017-01-10,19:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
235,235,2017-01-10,20:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
236,236,2017-01-10,21:00,1.9,Parts per billion,1 HOUR,HOURLY,0.2
237,237,2017-01-10,22:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
238,238,2017-01-10,23:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
239,239,2017-01-11,00:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
240,240,2017-01-11,01:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
241,241,2017-01-11,02:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
242,242,2017-01-11,03:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
243,243,2017-01-11,04:00,1.6,Parts per billion,1 HOUR,HOURLY,0.2
244,244,2017-01-11,05:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
245,245,2017-01-11,06:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
246,246,2017-01-11,07:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
247,247,2017-01-11,08:00,1.2,Parts per billion,1 HOUR,HOURLY,0.2
248,248,2017-01-11,09:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
249,249,2017-01-11,10:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
250,250,2017-01-11,11:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
251,251,2017-01-11,12:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
252,252,2017-01-11,13:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
253,253,2017-01-11,14:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
254,254,2017-01-11,15:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
255,255,2017-01-11,16:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
256,256,2017-01-11,17:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
257,257,2017-01-11,18:00,0.2,Parts per billion,1 HOUR,HOURLY,0.2
258,258,2017-01-11,19:00,0.2,Parts per billion,1 HOUR,HOURLY,0.2
259,259,2017-01-11,20:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
260,260,2017-01-11,21:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
261,261,2017-01-11,22:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
262,262,2017-01-11,23:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
263,263,2017-01-12,00:00,0.2,Parts per billion,1 HOUR,HOURLY,0.2
264,264,2017-01-12,01:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
265,265,2017-01-12,02:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
266,266,2017-01-12,03:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
267,267,2017-01-12,04:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
268,268,2017-01-12,05:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
269,269,2017-01-12,06:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
270,270,2017-01-12,07:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
271,271,2017-01-12,08:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
272,272,2017-01-12,09:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
273,273,2017-01-12,10:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
274,274,2017-01-12,11:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
275,275,2017-01-12,12:00,1.4,Parts per billion,1 HOUR,HOURLY,0.2
276,276,2017-01-12,13:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
277,277,2017-01-12,14:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
278,278,2017-01-12,15:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
279,279,2017-01-12,16:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
280,280,2017-01-12,17:00,2.4,Parts per billion,1 HOUR,HOURLY,0.2
281,281,2017-01-12,18:00,1.5,Parts per billion,1 HOUR,HOURLY,0.2
282,282,2017-01-12,19:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
283,283,2017-01-12,20:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
284,284,2017-01-12,21:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
285,285,2017-01-12,22:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
286,286,2017-01-12,23:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
287,287,2017-01-13,00:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
288,288,2017-01-13,01:00,0.3,Parts per billion,1 HOUR,HOURLY,0.2
289,289,2017-01-13,02:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
290,290,2017-01-13,03:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
291,291,2017-01-13,04:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
292,292,2017-01-13,05:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
293,293,2017-01-13,06:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
294,294,2017-01-13,07:00,1.9,Parts per billion,1 HOUR,HOURLY,0.2
295,295,2017-01-13,08:00,1.6,Parts per billion,1 HOUR,HOURLY,0.2
296,296,2017-01-13,09:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
297,297,2017-01-13,10:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
298,298,2017-01-13,11:00,1.3,Parts per billion,1 HOUR,HOURLY,0.2
299,299,2017-01-13,12:00,1.6,Parts per billion,1 HOUR,HOURLY,0.2
300,300,2017-01-13,13:00,2.6,Parts per billion,1 HOUR,HOURLY,0.2
301,301,2017-01-13,14:00,3.0,Parts per billion,1 HOUR,HOURLY,0.2
302,302,2017-01-13,15:00,1.1,Parts per billion,1 HOUR,HOURLY,0.2
303,303,2017-01-13,16:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
304,304,2017-01-13,17:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
305,305,2017-01-13,18:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
306,306,2017-01-13,19:00,0.4,Parts per billion,1 HOUR,HOURLY,0.2
307,307,2017-01-13,20:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
308,308,2017-01-13,21:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
309,309,2017-01-13,22:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
310,310,2017-01-13,23:00,0.5,Parts per billion,1 HOUR,HOURLY,0.2
311,311,2017-01-14,00:00,0.6,Parts per billion,1 HOUR,HOURLY,0.2
312,312,2017-01-14,01:00,0.7,Parts per billion,1 HOUR,HOURLY,0.2
313,313,2017-01-14,02:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
314,314,2017-01-14,03:00,0.8,Parts per billion,1 HOUR,HOURLY,0.2
315,315,2017-01-14,04:00,0.9,Parts per billion,1 HOUR,HOURLY,0.2
316,316,2017-01-14,05:00,1.0,Parts per billion,1 HOUR,HOURLY,0.2
317,317,2017-01-14,06:00,1.5,Parts per billion,1 HOUR,HOURLY,0.2
318,318,2017-01-14,07:00,1.4,Parts per billion,1 HOUR,HOURLY,0.2
319,319,2017-01-14,08:00,1.8,Parts per billion,1 HOUR,HOURLY,0.2
320,320,2017-01-14,09:00,1.9,Parts per billion,1 HOUR,HOURLY,0.2
321,321,2017-01-14,10:00,4.4,Parts per billion,1 HOUR,HOURLY,0.2
322,322,2017-01-14,11:00,10.2,Parts per billion,1 HOUR,HOURLY,0.2
